name,cas,chemcode,species,td50_log_min,td50_min,td50_log_mean,td50_mean,td50_log_median,td50_median,td50_harmonic,td50_log_harmonic,smiles,carc_class_multi,carc_class
3-AMINO-9-ETHYLCARBAZOLE.HCl,6109-97-3,ael,m,1.4487063199050798,28.1,3.1686021395307513,4.166666666666666e+29,1.7949781499517945,62.849999999999994,66.64420718982133,4.520191691368725,CCn1c2ccccc2c2cc(N)ccc21.[Cl-].[H+],3.0,1.0
ALLYL ISOVALERATE,2835-39-4,aiv,m,1.6384892569546374,43.5,8.97596718647298,2.3529411764705882e+30,2.3138672203691533,206.0,138.8457153124736,6.2448163321938255,C=CCOC(=O)CC(C)C,2.0,1.0
ALLYL ISOTHIOCYANATE,57-06-7,aly,m,1.5797835966168101,38.0,9.830594881383421,2.6666666666666665e+30,2.2405492482826,174.0,135.3423780371581,6.363298136728231,C=CCN=C=S,2.0,1.0
ACRONYCINE,7008-42-6,anc,m,-0.6439741428068773,0.227,6.308618357582578,2e+30,0.29572709185035323,1.98,1.0347863840039284,0.7659777473316297,COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2,4.0,1.0
ANILINE.HCl,142-04-1,ani,m,1.9444826721501687,88.0,12.235879848436074,3.3333333333333325e+30,3.5937462594902128,5295.0,418.9185827288691,8.87180424924334,Nc1ccccc1.[Cl-].[H+],2.0,0.0
2-AMINO-5-NITROPHENOL,121-88-0,ann,m,1.4563660331290431,28.6,12.697621705308123,3.5294117647058814e+30,3.1931245983544616,1560.0,168.86267905961728,8.015952164145888,Nc1ccc([N+](=O)[O-])cc1O,2.0,0.0
4-AMINO-2-NITROPHENOL,119-34-6,anp,m,2.4313637641589874,270.0,19.342496289617944,5.833333333333332e+30,31.0,1e+31,1465.1510884773306,14.371553751161708,Nc1ccc(O)c([N+](=O)[O-])c1,1.0,0.0
ANILAZINE,101-05-3,anz,m,1.9965116721541787,99.2,16.904306296337513,4.999999999999999e+30,17.20327009021698,5e+30,621.8155425753897,11.437006796142716,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,1.0,0.0
2-AMINO-4-NITROPHENOL,99-57-0,apl,m,1.833784374656479,68.2,11.604833967610578,3.1249999999999996e+30,3.113943352306837,1300.0,431.58700014189776,8.669312650462098,Nc1cc([N+](=O)[O-])ccc1O,2.0,0.0
dl-AMPHETAMINE SULFATE,60-13-9,ats,m,2.0293837776852097,107.0,25.735803796992013,8.18181818181818e+30,31.0,1e+31,612.2511210762333,20.01267795084263,CC(N)Cc1ccccc1.CC(N)Cc1ccccc1.O=S(=O)(O)O,0.0,0.0
11-AMINOUNDECANOIC ACID,2432-99-7,aua,m,2.9041743682841634,802.0,5.3175289370960614,6.25e+29,3.598707825475542,4070.0,2228.1041614815776,8.573459083632557,NCCCCCCCCCCC(=O)O,2.0,0.0
ACETOHEXAMIDE,968-81-0,axa,m,2.7218106152125467,527.0,20.967545719108315,6.363636363636363e+30,31.0,1e+31,3857.7362106179467,17.74977759010624,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.0,0.0
ALLYL GLYCIDYL ETHER,106-92-3,aye,m,0.004321373782642578,1.01,14.333805147001232,4.285714285714285e+30,2.8248513910001027,670.5,12.4920098830624,4.520902537987585,C=CCOCC1CO1,3.0,1.0
C.I. DIRECT BLUE 15,2429-74-5,b15,r,1.0718820073061255,11.8,2.074858694432585,215.38285714285718,2.1018155631652564,126.5,64.35497678720655,4.509439985980071,COc1cc(-c2ccc(NN=C3C(=O)c4c(N)cc(S(=O)(=O)[O-])cc4C=C3S(=O)(=O)[O-])c(OC)c2)ccc1NN=C1C(=O)c2c(N)cc(S(=O)(=O)[O-])cc2C=C1S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],3.0,1.0
C.I. DIRECT BROWN 95,16071-86-6,b95,r,0.3159703454569177,2.07,12.589582207274152,4e+30,0.3159703454569177,2.07,3.4499999999999993,1.8500809802305365,O=C([O-])c1cc(N=Nc2ccc(-c3ccc(NN=c4c(=O)ccc(=NNc5cc(S(=O)(=O)[O-])ccc5[O-])c4=O)cc3)cc2)ccc1[O-].[Cu+2].[Na+].[Na+],4.0,1.0
BENZYL ALCOHOL,100-51-6,bal,m,2.7371926427047373,546.0,13.895116413519036,3.8461538461538454e+30,3.2095150145426308,1620.0,1653.908251632897,10.983250563106976,OCc1ccccc1,1.0,0.0
CARBROMAL,77-65-6,bau,m,2.7427251313046983,553.0,15.79208098344787,4.5454545454545446e+30,3.7259116322950483,5320.0,1857.7277306750839,12.020707899272546,CCC(Br)(CC)C(=O)NC(N)=O,1.0,0.0
BUTYL BENZYL PHTHALATE,85-68-7,bbp,m,2.5403294747908736,347.0,13.564813634207422,3.6363636363636354e+30,4.231049190567578,17350.0,2761.509946557404,11.89354669407135,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,1.0,0.0
BARIUM CHLORIDE DIHYDRATE,10326-27-9,bcd,m,2.906335041805091,806.0,21.019837082220782,6.363636363636363e+30,31.0,1e+31,6010.063701717263,18.50208663537057,O.O.[Ba+2].[Cl-].[Cl-],0.0,0.0
o-BENZYL-p-CHLOROPHENOL,120-32-1,bcp,m,2.788875115775417,615.0,10.255316875513461,2.5e+30,3.4220396781517572,2685.0,1981.6501653428386,9.741509146131682,Oc1ccc(Cl)cc1Cc1ccccc1,1.0,0.0
BENZOIN,119-53-9,bez,m,1.9454685851318196,88.2,13.277768460765456,3.6363636363636365e+30,3.8344207036815328,6830.0,458.8467595508606,9.990370934893651,O=C(c1ccccc1)C(O)c1ccccc1,1.0,0.0
2-BIPHENYLAMINE.HCl,2185-92-4,bia,m,2.5599066250361124,363.0,11.153609498236206,2.857142857142857e+30,3.265918212066432,1845.0,1585.7252972118658,9.788793199926959,Nc1ccccc1-c1ccccc1.[Cl-].[H+],1.0,0.0
C.I. DIRECT BLUE 6,2602-46-2,bl6,r,0.07188200730612536,1.18,0.358733635751766,2.7342857142857144,0.5065050324048721,3.21,1.9207253493696967,1.0850136741193894,Nc1cc(S(=O)(=O)[O-])cc2c1C(=O)C(=NNc1ccc(-c3ccc(NN=C4C(=O)c5c(N)cc(S(=O)(=O)[O-])cc5C=C4S(=O)(=O)[O-])cc3)cc1)C(S(=O)(=O)[O-])=C2.[Na+].[Na+].[Na+].[Na+],4.0,1.0
"BIS(2-CHLORO-1-METHYLETHYL)ETHER, TECHNICAL GRADE",108-60-1,bme,r,1.8169038393756602,65.6,7.410890558235707,1.764705882352941e+30,2.413299764081252,259.0,219.05597671187553,6.37923005678884,CC(CCl)OC(C)CCl,2.0,1.0
BENZALDEHYDE,100-52-7,bnl,m,1.8457180179666586,70.1,6.457743638268816,1.25e+30,3.0134299929922808,1032.5,394.00424378647324,7.261847649257031,O=Cc1ccccc1,2.0,1.0
BENZOFURAN,271-89-6,bnz,m,0.9047155452786809,8.03,2.757191766885519,2.4390243902439022e+29,2.161368002234975,145.0,56.8868837913657,4.499742092612132,c1ccc2occc2c1,3.0,1.0
BISPHENOL A,80-05-7,bpa,m,2.6483600109809315,445.0,15.402736867683911,4.285714285714285e+30,5.368787136163374,680700.0,1835.2054766924405,12.6994129547291,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.0,0.0
BORIC ACID,10043-35-3,brc,m,2.6989700043360187,500.0,6.093618088465787,1e+30,3.039300900177696,1095.0,1152.672418554612,8.10428810995778,OB(O)O,2.0,0.0
BROMOETHANE,74-96-4,bre,m,2.173186268412274,149.0,7.402122154105728,1.5384615384615383e+30,3.0820574104921707,1210.0,824.8508417456762,8.0813937676682,CCBr,2.0,0.0
beta-THIOGUANINE DEOXYRIBOSIDE,789-61-7,bsg,m,0.3222192947339193,2.1,13.08919736399316,4.1176470588235283e+30,0.7596678446896304,5.75,5.554104297247564,2.4514833853245777,Nc1nc(=S)c2ncn(C3CC(O)C(CO)O3)c2[nH]1.O,4.0,1.0
1H-BENZOTRIAZOLE,95-14-7,bzt,m,3.4345689040341987,2720.0,16.4853187164554,4.6666666666666654e+30,4.307496037913213,20300.0,8937.059477554067,14.663430353302601,c1ccc2n[nH]nc2c1,1.0,0.0
"CHLORINATED PARAFFINS (C23, 43% CHLORINE)",63449-39-8,c43,m,1.8762178405916423,75.2,4.311069335547085,4.5454545454545456e+29,2.776336541064774,597.5,328.4141796111867,6.72721867546074,CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC,2.0,1.0
4'-(CHLOROACETYL)-ACETANILIDE,140-49-8,caa,m,2.5118833609788744,325.0,15.933895547037947,4.5454545454545446e+30,3.6720978579357175,4700.0,2431.3941229285538,12.869801302418058,CC(=O)Nc1ccc(C(=O)CCl)cc1,1.0,0.0
CHLORAMBEN,133-90-4,cam,m,3.1072099696478683,1280.0,12.166927816550972,3.0769230769230766e+30,3.9912260756924947,9800.0,5890.160710824962,11.822571828552487,Nc1cc(Cl)cc(C(=O)O)c1Cl,1.0,0.0
C.I. ACID ORANGE 10,1936-15-8,cao,m,2.792391689498254,620.0,20.957200432296485,6.363636363636363e+30,31.0,1e+31,3525.3499174295143,17.552394117055496,O=C1C=Cc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2C1=NNc1ccccc1.[Na+].[Na+],0.0,0.0
CHLOROBENZENE,108-90-7,cbe,m,1.7788744720027396,60.1,4.851525251303505,8.333333333333333e+29,2.5437913377601835,350.5,247.43127356248962,6.076488466838691,Clc1ccccc1,2.0,1.0
CHLORODIBROMOMETHANE,124-48-1,cdm,m,1.0530784434834197,11.3,10.202053755537893,2.857142857142857e+30,2.159553029654888,144.5,55.74427405758041,5.501896469386821,ClC(Br)Br,3.0,1.0
"1-CHLORO-2-PROPANOL, TECHNICAL GRADE (~75% 1-chloro-2-propanol; ~25% 2-chloro-1-propanol)",127-00-4,cht,m,2.630427875025024,427.0,22.549688062812073,6.999999999999998e+30,31.0,1e+31,2119.5933971938543,17.87576107904857,CC(O)CCl,0.0,0.0
IODOFORM,75-47-8,ci3,m,1.0530784434834197,11.3,14.164415974420871,4.166666666666666e+30,3.0097243187468186,1145.0,89.6384527705591,7.328031457819262,IC(I)I,2.0,1.0
C.I. DISPERSE BLUE 1,2475-45-8,cib,m,1.5943925503754266,39.3,5.531329722940154,1.0256410256410256e+30,2.7041505168397992,506.0,279.9348817900158,6.462296930317384,Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O,2.0,1.0
AMPICILLIN TRIHYDRATE,7177-48-2,cil,m,3.1172712956557644,1310.0,9.270522908374586,2e+30,4.041392685158225,11000.0,4442.533539869336,10.496720550302122,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O.O.O.O,1.0,0.0
C.I. ACID ORANGE 3,6373-74-6,cio,m,2.2648178230095364,184.0,9.606734457126187,2.3076923076923077e+30,3.7067177823367587,5090.0,804.7838077113288,8.882766881088273,O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c([N+](=O)[O-])c1.[Na+],2.0,0.0
C.I. ACID RED 114,6459-94-5,cir,r,0.36361197989214433,2.31,1.3199311043377624,35.521774193548396,1.349189480920286,22.35,11.907252930312694,2.7418316705203862,Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(-c4ccc(NN=C5C(=O)C=Cc6cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c65)c(C)c4)cc3C)cc2)cc1.[Na+].[Na+],3.0,1.0
CHLOROETHANE,75-00-3,cle,m,3.1398790864012365,1380.0,5.1590388454326686,4.761904761904762e+29,3.936513742478893,8640.0,5113.060101776903,9.19160442377153,CCCl,2.0,0.0
4-CHLORO-m-PHENYLENEDIAMINE,5131-60-2,cmd,m,2.2430380486862944,175.0,7.142963011240292,1.4285714285714286e+30,3.223159827359064,1675.0,829.0144698212439,8.098671911817137,Nc1ccc(Cl)c(N)c1,2.0,0.0
CINNAMYL ANTHRANILATE,87-29-6,cna,m,3.164352855784437,1460.0,9.800102828498218,2.222222222222222e+30,3.929527096700565,8545.0,5335.464852291815,10.627649310295567,Nc1ccccc1C(=O)OCC=Cc1ccccc1,1.0,0.0
CHLORENDIC ACID,115-28-6,cnc,m,1.404833716619938,25.4,5.193036518121189,1.0344827586206897e+30,2.2764618041732443,189.0,109.13625710998706,5.413293977628627,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,3.0,1.0
p-CHLOROANILINE,106-47-8,cnl,m,1.4969296480732148,31.4,9.280183014601569,2.3529411764705882e+30,2.9489017609702137,889.0,186.59499544484524,7.111740480590823,Nc1ccc(Cl)cc1,2.0,1.0
trans-CINNAMALDEHYDE,14371-10-9,cnm,m,2.146128035678238,140.0,22.57564282664842,6.999999999999998e+30,31.0,1e+31,1126.6761160617343,17.5707219944535,O=CC=Cc1ccccc1,0.0,0.0
CODEINE,76-57-3,cod,m,2.8382192219076257,689.0,25.43433692002275,7.999999999999998e+30,31.0,1e+31,5669.323733607611,25.709874508730636,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0.0,0.0
CHLORPROPAMIDE,94-20-2,cpa,m,3.1583624920952498,1440.0,28.215836249209524,8.999999999999998e+30,31.0,1e+31,14400.0,37.939348823035715,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.0,0.0
CHLOROPICRIN,76-06-2,cpc,m,1.9138138523837167,82.0,25.195913683117038,7.999999999999998e+30,31.0,1e+31,471.60621761658024,18.17152620290307,O=[N+]([O-])C(Cl)(Cl)Cl,0.0,0.0
4-CHLORO-o-PHENYLENEDIAMINE,95-83-0,cpd,m,2.294466226161593,197.0,4.217794468288593,4e+29,3.1367205671564067,1370.0,662.8291569498101,7.175905364453419,Nc1ccc(Cl)cc1N,2.0,1.0
CAPROLACTAM,105-60-2,cpl,m,3.5514499979728753,3560.0,23.62198694403734,7.272727272727271e+30,31.0,1e+31,22643.04808382272,24.676472797661813,O=C1CCCCCN1,0.0,0.0
ALLYL CHLORIDE,107-05-1,cpr,m,1.4487063199050798,28.1,9.633415228752407,2.5e+30,2.8551695559554204,716.5,152.70019790100375,6.985824657411744,C=CCCl,2.0,1.0
m-CRESIDINE,102-50-1,cre,m,1.711807229041191,51.5,6.430525057435655,1.4285714285714286e+30,2.481893913672778,309.0,156.5406402100814,5.979981371907727,COc1ccc(N)c(C)c1,2.0,1.0
COBALT SULFATE HEPTAHYDRATE,10026-24-1,csh,m,-1.0830199526796178,0.0826,2.0838638008177277,6.89655172413793e+29,0.03342375548694973,1.08,0.4199152327464839,0.35876483798298264,O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Co+2],4.0,1.0
o-CHLOROBENZALMALONONITRILE,2698-41-1,cst,m,-2.187755303199631,0.00649,25.47316172972637,8.333333333333331e+30,31.0,1e+31,0.04133327548806941,0.04117175735112743,N#CC(C#N)=Cc1ccccc1Cl,4.0,1.0
3-CHLORO-p-TOLUIDINE,95-74-9,ct3,m,2.5622928644564746,365.0,10.75013029083591,2.727272727272727e+30,3.4927603890268375,3110.0,1242.4435508971785,9.44369946505703,Cc1ccc(N)cc1Cl,1.0,0.0
CYTEMBENA,16170-75-5,ctb,m,0.021189299069938092,1.05,2.974780016617548,5.8823529411764705e+29,1.6503075231319364,44.7,5.201006371852135,2.1262313314727774,COc1ccc(C(=O)C(Br)=CC(=O)[O-])cc1.[Na+],4.0,1.0
CHLORINATED TRISODIUM PHOSPHATE,56802-99-4,ctp,m,2.9813655090785445,958.0,6.694309300814743,1.111111111111111e+30,3.7664128471123997,5840.0,3272.7713293603747,9.210424605530312,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-]Cl,2.0,0.0
CITRAL,5392-40-5,ctr,m,1.9527924430440922,89.7,12.971169450750295,3.571428571428571e+30,3.2546012611655515,1800.0,734.9615653799607,9.811253027441138,CC(C)=CCCC(C)=CC=O,1.0,0.0
COUMAPHOS,56-72-4,cum,m,0.19865708695442263,1.58,10.082289734363174,3e+30,1.3596573552710585,27.450000000000003,9.292312550779078,3.0699777215570636,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,3.0,1.0
CUPFERRON,135-20-6,cup,m,0.7267272090265723,5.33,1.986908364807297,602.5985714285713,2.143014800254095,139.0,21.613874103830256,3.64686307881375,N.O=NN(O)c1ccccc1,3.0,1.0
CHLOROTHALONIL,1897-45-6,dac,m,3.0718820073061255,1180.0,18.16243566111755,5.333333333333332e+30,31.0,1e+31,5056.676923624114,15.118606622792534,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.0,0.0
"2,4-DIAMINOPHENOL.2HCl",137-09-7,dam,m,1.665580991017953,46.3,11.950234013172865,3.333333333333333e+30,2.6199749039543763,431.5,243.20928717809014,7.782026637113309,Nc1ccc(O)c(N)c1.[Cl-].[Cl-].[H+].[H+],2.0,0.0
DAPSONE,80-08-0,dap,m,1.3502480183341627,22.4,14.899733889059661,4.499999999999999e+30,2.2265826962629287,168.5,73.69030713324341,6.710735440232727,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,2.0,1.0
PYRIMETHAMINE,58-14-0,dar,m,1.4440447959180762,27.8,19.517202439588864,5.999999999999998e+30,31.0,1e+31,227.26447941336053,11.268511618254802,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1.0,0.0
DIAZINON,333-41-5,daz,m,1.3096301674258988,20.4,15.211967224206528,4.5454545454545446e+30,3.7944880466591697,6230.0,85.23091602461402,7.341311112575974,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,2.0,1.0
"1,2-DIBROMO-3-CHLOROPROPANE",96-12-8,dbp,m,-0.9746941347352298,0.106,1.249890154199469,2.325581395348837e+29,0.5310558570169842,3.4,1.1171092236486926,0.7926118061005161,ClCC(Br)CBr,4.0,1.0
PHENOXYBENZAMINE.HCl,63-92-3,dbz,m,-0.2557070168773237,0.555,9.210578074650527,2.857142857142857e+30,0.730509023022984,5.395,2.4450641845503154,1.4575148630626327,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.[Cl-].[H+],4.0,1.0
D-CARVONE,2244-16-8,dca,m,4.804820678721162,63800.0,26.63413677978686,8.333333333333332e+30,31.0,1e+31,382800.0,37.3984143466215,C=C(C)C1CC=C(C)C(=O)C1,0.0,0.0
"2,7-DICHLORODIBENZO-p-DIOXIN",33857-26-0,dcd,m,3.2833012287035497,1920.0,18.303829872590498,5.384615384615383e+30,31.0,1e+31,5780.27507519817,15.316987134204478,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,1.0,0.0
"1,1-DICHLOROETHANE",75-34-3,dce,m,2.526339277389844,336.0,11.266850067604212,2.857142857142857e+30,3.765982016974173,5985.0,1931.9548068968202,10.229663011739552,CC(Cl)Cl,1.0,0.0
DICOFOL,115-32-2,dcf,m,1.5171958979499742,32.9,16.487613666818984,4.999999999999999e+30,16.89479035608221,5e+30,109.1153010901599,8.049019896164358,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,2.0,0.0
"N,N'-DICYCLOHEXYLTHIOUREA",1212-29-9,dcu,m,3.5921767573958667,3910.0,16.84170949530875,4.615384615384614e+30,8.045322978786658,111000000.0,19011.088100385714,16.78278924666863,S=C(NC1CCCCC1)NC1CCCCC1,1.0,0.0
DI(2-ETHYLHEXYL)ADIPATE,103-23-1,dha,m,3.484299839346786,3050.0,15.44943850004225,4.285714285714285e+30,4.114776931990568,13100.0,9402.33532276613,13.930725965523331,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,1.0,0.0
"3,4-DIHYDROCOUMARIN",119-84-6,dhc,m,1.7134905430939424,51.7,7.029579497578841,1.4285714285714283e+30,3.1398790864012365,1380.0,460.78936301123014,7.631416983217259,O=C1CCc2ccccc2O1,2.0,0.0
DIALLYL PHTHALATE,131-17-9,dlp,m,2.1398790864012365,138.0,6.977252824347599,1.3333333333333333e+30,3.4668676203541096,2930.0,812.4108166144658,8.272820007593571,C=CCOC(=O)c1ccccc1C(=O)OCC=C,2.0,0.0
"N,N-DIMETHYLANILINE",121-69-7,dmi,m,1.9694159123539814,93.2,8.848092034348948,2.3076923076923077e+30,2.2430380486862944,175.0,185.68682829347253,6.406028678648155,CN(C)c1ccccc1,2.0,1.0
D-MANNITOL,69-65-8,dml,m,3.6989700043360187,5000.0,19.941372469563415,5.833333333333332e+30,31.0,1e+31,38961.56455778153,20.32795368078466,OCC(O)C(O)C(O)C(O)CO,0.0,0.0
DIMETHYL MORPHOLINOPHOSPHORAMIDATE,597-25-1,dmm,m,2.45178643552429,283.0,9.592074257699231,2.3076923076923077e+30,3.450249108319361,2820.0,985.3834478612108,8.923017932494373,COP(=O)(OC)N1CCOCC1,2.0,0.0
DIMETHYL TEREPHTHALATE,120-61-6,dmt,m,2.534026106056135,342.0,18.449444044591697,5.454545454545453e+30,31.0,1e+31,2244.3224239995584,14.633879267206988,COC(=O)c1ccc(C(=O)OC)cc1,1.0,0.0
DIOXATHION,78-34-2,dot,m,2.797959643737196,628.0,22.64713307958035,6.999999999999998e+30,31.0,1e+31,3955.840754321634,19.46727162963356,CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,0.0,0.0
p-NITROSODIPHENYLAMINE,156-10-5,dpa,m,2.303196057420489,201.0,7.2273609467109985,1.5384615384615383e+30,3.0827853703164503,1210.0,555.7391665798526,7.554844301797769,O=Nc1ccc(Nc2ccccc2)cc1,2.0,1.0
DIPROPYLENE GLYCOL,25265-71-8,dpg,m,2.437750562820388,274.0,17.542080671669503,4.999999999999999e+30,17.91689218732824,5e+30,2637.2634442921753,15.739667898276194,CCC(O)OC(O)CC,1.0,0.0
"2,4-DICHLOROPHENOL",120-83-2,dpl,m,4.093421685162235,12400.0,23.807103527648472,7.272727272727271e+30,31.0,1e+31,69612.96700939717,27.48615228111702,Oc1ccc(Cl)cc1Cl,0.0,0.0
"DIGLYCIDYL RESORCINOL ETHER, TECHNICAL GRADE",101-90-6,dre,m,0.367355921026019,2.33,2.24145654903853,2.857142857142857e+29,1.3926969532596658,24.7,8.322381290230469,2.5346174913451,c1cc(OCC2CO2)cc(OCC2CO2)c1,4.0,1.0
"p,p'-DICHLORODIPHENYL SULFONE",80-07-9,dsl,m,1.2576785748691846,18.1,16.65652529576651,4.999999999999999e+30,17.51059464953497,5e+30,92.38006916946847,8.42696827503595,O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.0,0.0
"4,4'-DIAMINO-2,2'-STILBENEDISULFONIC ACID, DISODIUM SALT",7336-20-1,dst,m,3.4099331233312946,2570.0,16.201689237809667,4.5454545454545446e+30,4.2455126678141495,17600.0,11025.982669689998,14.725917716300618,Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.[Na+].[Na+],1.0,0.0
"2,5-DITHIOBIUREA",142-46-1,dta,m,2.9253120914996495,842.0,8.329126207510525,1.6666666666666665e+30,3.7535830588929064,5670.0,3433.9521725732766,9.977630709172278,NC(=S)NNC(N)=S,1.0,0.0
DIMETHYLVINYL CHLORIDE,513-37-1,dvc,m,1.0086001717619175,10.2,2.3087998863214962,1.1764705882352942e+29,2.0681858617461617,117.0,51.60225591240458,4.309758409747755,CC(C)=CCl,3.0,1.0
"2,4-DIMETHOXYANILINE.HCl",54150-69-5,dxa,m,2.993876914941211,986.0,17.250413037952264,4.999999999999999e+30,17.852075258419898,5e+30,3679.3523403531517,14.152713956169388,COc1ccc(N)c(OC)c1.[Cl-].[H+],1.0,0.0
C.I. DISPERSE YELLOW 3,2832-40-8,dy3,m,2.57978359661681,380.0,9.449606511354602,2.222222222222222e+30,3.278873870820734,1915.0,1565.7033926807558,9.253700194867088,CC(=O)Nc1ccc(NN=C2C=C(C)C=CC2=O)cc1,2.0,0.0
"EDTA, TRISODIUM SALT TRIHYDRATE",150-38-9,edt,m,3.2695129442179165,1860.0,11.937167277737474,3e+30,3.954395263016704,9445.0,6537.488712053927,11.701712270587246,O.O.O.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-].[Na+].[Na+].[Na+],1.0,0.0
EMETINE.2HCl,316-42-7,eme,m,-0.6289321377282637,0.235,9.365746881158328,3e+30,0.0965622991772308,1.25,0.8970333496184048,0.7069423537622176,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21.[Cl-].[Cl-].[H+].[H+],4.0,1.0
EMODIN,518-82-1,emo,m,2.738780558484369,548.0,16.101374618405945,4.615384615384614e+30,4.818225893613955,65800.0,2166.267525904118,12.663753511851919,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,1.0,0.0
EPHEDRINE SULPHATE,134-72-5,eps,m,2.220108088040055,166.0,18.021808228375527,5.454545454545453e+30,31.0,1e+31,547.398615824082,11.24715618185363,CNC(C)C(O)c1ccccc1.CNC(C)C(O)c1ccccc1.O=S(=O)(O)O,1.0,0.0
ERYTHROMYCIN STEARATE,643-22-1,ers,m,3.305351369446624,2020.0,22.766910433115527,6.999999999999998e+30,31.0,1e+31,10879.566935098535,21.483234549918016,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC([NH+](C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O.CCCCCCCCCCCCCCCCCC(=O)[O-],0.0,0.0
ESTRADIOL MUSTARD,22966-79-6,est,m,-0.7235381958267558,0.189,4.629960821467038,1.379310344827586e+30,0.5078558716958309,3.22,1.6568218083854545,1.06066970721014,CC12CCC3c4ccc(OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)cc4CCC3C1CCC2OC(=O)Cc1ccc(N(CCCl)CCCl)cc1,4.0,1.0
ETHYLENE GLYCOL,107-21-1,ety,m,3.999130541287371,9980.0,15.716807898549737,4.2857142857142854e+30,4.682145076373832,48100.0,26761.547296418743,15.489381820977849,OCCO,1.0,0.0
FENTHION,55-38-9,fen,m,0.012837224705172217,1.03,11.875456076322012,3.6363636363636365e+30,1.250420002308894,17.8,7.320286572526409,2.874918062494917,COP(=S)(OC)Oc1ccc(SC)c(C)c1,3.0,1.0
FURFURYL ALCOHOL,98-00-0,ffa,m,0.1643528557844371,1.46,11.56684986093545,3.3333333333333325e+30,2.4419243687378325,277.0,24.172257231642778,4.987427088028714,OCc1ccco1,3.0,1.0
FLUOMETURON,2164-17-2,flm,m,1.7435097647284297,55.4,11.953263015837914,3.333333333333333e+30,2.8284657387992294,799.5,227.1197957506267,7.760524921857833,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.0,0.0
FURAN,110-00-9,frn,m,-0.40340290437353976,0.395,0.750720181504571,11.351585365853657,0.7101173651118162,5.13,2.5100577666563417,1.3374481133664278,c1ccoc1,4.0,1.0
FUROSEMIDE,54-31-9,fur,m,1.320146286111054,20.9,9.955349734955336,2.631578947368421e+30,2.846955325019824,703.0,127.65133519922266,6.81410423218437,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.0,1.0
gamma-BUTYROLACTONE,96-48-0,gbr,m,2.8195439355418688,660.0,18.164342668590916,5.384615384615383e+30,31.0,1e+31,2781.261502495537,14.113946009075308,O=C1CCCO1,1.0,0.0
